ID_CLIENTE,SAFRA_REF,INADIMPLENTE
324916756972236008,2021-07,0.01
324916756972236008,2021-07,0.17
324916756972236008,2021-07,0.23
324916756972236008,2021-07,0.01
324916756972236008,2021-08,0.02
324916756972236008,2021-08,0.02
324916756972236008,2021-08,0.1
324916756972236008,2021-08,0.13
324916756972236008,2021-08,0.01
324916756972236008,2021-08,0.06
324916756972236008,2021-09,0.03
324916756972236008,2021-09,0.04
324916756972236008,2021-09,0.02
324916756972236008,2021-09,0.03
324916756972236008,2021-09,0.09
324916756972236008,2021-09,0.13
324916756972236008,2021-09,0.03
324916756972236008,2021-10,0.0
324916756972236008,2021-10,0.0
324916756972236008,2021-10,0.0
324916756972236008,2021-10,0.04
324916756972236008,2021-10,0.0
324916756972236008,2021-11,0.04
324916756972236008,2021-11,0.01
324916756972236008,2021-11,0.0
324916756972236008,2021-11,0.03
324916756972236008,2021-11,0.03
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.01
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.01
4679462479444735708,2021-07,0.01
4679462479444735708,2021-07,0.0
4679462479444735708,2021-07,0.01
4679462479444735708,2021-07,0.0
4679462479444735708,2021-08,0.21
4679462479444735708,2021-08,0.02
4679462479444735708,2021-08,0.09
4679462479444735708,2021-08,0.01
4679462479444735708,2021-08,0.04
4679462479444735708,2021-08,0.01
4679462479444735708,2021-08,0.07
4679462479444735708,2021-08,0.03
4679462479444735708,2021-08,0.07
4679462479444735708,2021-08,0.07
4679462479444735708,2021-08,0.03
4679462479444735708,2021-08,0.01
4679462479444735708,2021-08,0.01
4679462479444735708,2021-09,0.05
4679462479444735708,2021-09,0.06
4679462479444735708,2021-09,0.08
4679462479444735708,2021-09,0.04
4679462479444735708,2021-09,0.04
4679462479444735708,2021-09,0.08
4679462479444735708,2021-09,0.03
4679462479444735708,2021-10,0.02
4679462479444735708,2021-10,0.01
4679462479444735708,2021-10,0.0
4679462479444735708,2021-10,0.02
4679462479444735708,2021-10,0.03
4679462479444735708,2021-10,0.54
4679462479444735708,2021-10,0.02
4679462479444735708,2021-11,0.04
4679462479444735708,2021-11,0.04
4679462479444735708,2021-11,0.06
4679462479444735708,2021-11,0.12
4679462479444735708,2021-11,0.06
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.02
1276604410881911401,2021-07,0.02
1276604410881911401,2021-07,0.06
1276604410881911401,2021-07,0.08
1276604410881911401,2021-07,0.02
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.03
1276604410881911401,2021-07,0.26
1276604410881911401,2021-07,0.065
1276604410881911401,2021-07,0.045
1276604410881911401,2021-07,0.15
1276604410881911401,2021-07,0.055
1276604410881911401,2021-07,0.06
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.12
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.12
1276604410881911401,2021-08,0.15
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.12
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.11
1276604410881911401,2021-08,0.12
1276604410881911401,2021-08,0.15
1276604410881911401,2021-08,0.11
1276604410881911401,2021-09,0.08
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.01
1276604410881911401,2021-09,0.01
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.01
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.02
1276604410881911401,2021-09,0.03
1276604410881911401,2021-10,0.02
1276604410881911401,2021-10,0.02
1276604410881911401,2021-10,0.02
1276604410881911401,2021-10,0.05
1276604410881911401,2021-10,0.03
1276604410881911401,2021-10,0.02
1276604410881911401,2021-10,0.05
1276604410881911401,2021-10,0.05
1276604410881911401,2021-10,0.03
1276604410881911401,2021-11,0.01
1276604410881911401,2021-11,0.12
1276604410881911401,2021-11,0.07
8123515208041701633,2021-07,0.02
8123515208041701633,2021-07,0.02
8123515208041701633,2021-07,0.02
8123515208041701633,2021-07,0.02
8123515208041701633,2021-08,0.67
8123515208041701633,2021-08,0.01
8123515208041701633,2021-08,0.0
8123515208041701633,2021-08,0.02
8123515208041701633,2021-08,0.03
8123515208041701633,2021-08,0.01
8123515208041701633,2021-09,0.31
8123515208041701633,2021-10,0.01
8123515208041701633,2021-10,0.34
8123515208041701633,2021-10,0.0
8123515208041701633,2021-10,0.02
8123515208041701633,2021-11,0.01
8123515208041701633,2021-11,0.01
8123515208041701633,2021-11,0.0
8123515208041701633,2021-11,0.01
8123515208041701633,2021-11,0.04
4530631557358349711,2021-07,0.01
4530631557358349711,2021-07,0.02
4530631557358349711,2021-08,0.02
4530631557358349711,2021-08,0.01
4530631557358349711,2021-08,0.0
4530631557358349711,2021-08,0.01
4530631557358349711,2021-09,0.01
4530631557358349711,2021-09,0.01
4530631557358349711,2021-09,0.01
4530631557358349711,2021-10,0.0
4530631557358349711,2021-10,0.0
4530631557358349711,2021-11,0.0
4530631557358349711,2021-11,0.0
3668905663669864663,2021-07,0.03
3668905663669864663,2021-07,0.0
3668905663669864663,2021-07,0.0
3668905663669864663,2021-08,0.0
3668905663669864663,2021-08,0.2
3668905663669864663,2021-08,0.01
3668905663669864663,2021-08,0.0
3668905663669864663,2021-09,0.0
3668905663669864663,2021-09,0.03
3668905663669864663,2021-10,0.0
3668905663669864663,2021-10,0.01
3668905663669864663,2021-11,0.23
3668905663669864663,2021-11,0.01
3668905663669864663,2021-11,0.01
7041489327620930099,2021-07,0.03
7041489327620930099,2021-07,0.02
7041489327620930099,2021-07,0.04
7041489327620930099,2021-08,0.06
7041489327620930099,2021-08,0.06
7041489327620930099,2021-09,0.04
7041489327620930099,2021-10,0.06
7041489327620930099,2021-11,0.03
3118152790263512426,2021-07,0.0
3118152790263512426,2021-07,0.01
3118152790263512426,2021-07,0.0
3118152790263512426,2021-07,0.0
3118152790263512426,2021-07,0.0
3118152790263512426,2021-07,0.0
3118152790263512426,2021-08,0.06
3118152790263512426,2021-08,0.07
3118152790263512426,2021-08,0.01
3118152790263512426,2021-08,0.02
3118152790263512426,2021-08,0.04
3118152790263512426,2021-08,0.01
3118152790263512426,2021-09,0.0
3118152790263512426,2021-09,0.0
3118152790263512426,2021-09,0.0
3118152790263512426,2021-09,0.03
3118152790263512426,2021-10,0.09
3118152790263512426,2021-10,0.05
3118152790263512426,2021-10,0.04
3118152790263512426,2021-10,0.02
3118152790263512426,2021-10,0.09
3118152790263512426,2021-11,0.16
3118152790263512426,2021-11,0.15
3118152790263512426,2021-11,0.13
3118152790263512426,2021-11,0.15
3118152790263512426,2021-11,0.08
1366416810235233769,2021-07,0.0
1366416810235233769,2021-07,0.0
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.08
1366416810235233769,2021-07,0.0
1366416810235233769,2021-07,0.0
1366416810235233769,2021-07,0.01
1366416810235233769,2021-07,0.01
1366416810235233769,2021-08,0.0
1366416810235233769,2021-10,0.01
1366416810235233769,2021-10,0.01
1366416810235233769,2021-10,0.04
1366416810235233769,2021-10,0.0
1366416810235233769,2021-11,0.04
1366416810235233769,2021-11,0.03
1366416810235233769,2021-11,0.0
4395946187332973749,2021-07,0.04
4395946187332973749,2021-08,0.03
4395946187332973749,2021-09,0.01
4395946187332973749,2021-11,0.02
1299146298565441811,2021-07,0.02
1299146298565441811,2021-07,0.0
1299146298565441811,2021-07,0.0
1299146298565441811,2021-08,0.02
1299146298565441811,2021-08,0.0
1299146298565441811,2021-09,0.0
1299146298565441811,2021-10,0.15
1299146298565441811,2021-10,0.03
1299146298565441811,2021-11,0.02
1299146298565441811,2021-11,0.05
4052557282157719526,2021-07,0.0
4052557282157719526,2021-07,0.0
4052557282157719526,2021-08,0.0
4052557282157719526,2021-08,0.03
4052557282157719526,2021-09,0.02
4052557282157719526,2021-09,0.01
4052557282157719526,2021-09,0.0
4052557282157719526,2021-10,0.03
4052557282157719526,2021-10,0.0
4052557282157719526,2021-10,0.0
4052557282157719526,2021-10,0.0
4052557282157719526,2021-10,0.01
6795467882769787169,2021-07,0.01
6795467882769787169,2021-07,0.0
6795467882769787169,2021-07,0.0
6795467882769787169,2021-08,0.1
6795467882769787169,2021-08,0.0
6795467882769787169,2021-08,0.0
6795467882769787169,2021-09,0.02
6795467882769787169,2021-09,0.03
6795467882769787169,2021-09,0.02
6795467882769787169,2021-09,0.02
6795467882769787169,2021-10,0.0
6795467882769787169,2021-10,0.01
6795467882769787169,2021-10,0.0
6795467882769787169,2021-10,0.02
6795467882769787169,2021-10,0.01
6795467882769787169,2021-10,0.01
6795467882769787169,2021-11,0.03
6795467882769787169,2021-11,0.1
6795467882769787169,2021-11,0.03
6795467882769787169,2021-11,0.01
2550506309527280168,2021-10,0.03
2550506309527280168,2021-10,0.03
2550506309527280168,2021-10,0.03
8724731934863284019,2021-07,0.0
8724731934863284019,2021-07,0.0
8724731934863284019,2021-07,0.01
8724731934863284019,2021-07,0.05
8724731934863284019,2021-07,0.09
8724731934863284019,2021-07,0.01
8724731934863284019,2021-08,0.02
8724731934863284019,2021-09,0.02
8724731934863284019,2021-09,0.02
8724731934863284019,2021-09,0.01
8724731934863284019,2021-09,0.03
8724731934863284019,2021-10,0.01
8724731934863284019,2021-10,0.03
8724731934863284019,2021-10,0.0
8724731934863284019,2021-10,0.01
8724731934863284019,2021-11,0.02
8724731934863284019,2021-11,0.33
8724731934863284019,2021-11,0.01
8724731934863284019,2021-11,0.01
314309872114206760,2021-07,0.075
314309872114206760,2021-07,0.065
314309872114206760,2021-08,0.04833333333333333
314309872114206760,2021-08,0.04833333333333333
314309872114206760,2021-08,0.04833333333333333
314309872114206760,2021-08,0.04833333333333333
314309872114206760,2021-08,0.01
314309872114206760,2021-08,0.01
314309872114206760,2021-08,0.01
314309872114206760,2021-08,0.01
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-09,0.0
314309872114206760,2021-10,0.075
2250817603281429928,2021-07,0.0
2250817603281429928,2021-08,0.0
2250817603281429928,2021-08,0.0
2250817603281429928,2021-08,0.0
2250817603281429928,2021-08,0.0
2250817603281429928,2021-09,0.0
2250817603281429928,2021-09,0.0
2250817603281429928,2021-10,0.0
2250817603281429928,2021-10,0.0
2250817603281429928,2021-10,0.0
2250817603281429928,2021-10,0.0
2250817603281429928,2021-10,0.0
5301988619224057921,2021-07,0.48
5301988619224057921,2021-07,0.51
5301988619224057921,2021-07,0.42
5301988619224057921,2021-07,0.36
5301988619224057921,2021-07,0.5
5301988619224057921,2021-07,0.36
5301988619224057921,2021-07,0.85
5301988619224057921,2021-07,0.44
5301988619224057921,2021-07,0.44
5301988619224057921,2021-07,0.33
5301988619224057921,2021-07,0.88
5301988619224057921,2021-08,0.78
5301988619224057921,2021-08,0.76
5301988619224057921,2021-09,0.5
5301988619224057921,2021-09,0.56
5301988619224057921,2021-09,0.89
5301988619224057921,2021-09,0.83
5301988619224057921,2021-09,0.59
5301988619224057921,2021-09,0.59
5301988619224057921,2021-09,0.55
5301988619224057921,2021-09,0.52
5301988619224057921,2021-09,0.53
5301988619224057921,2021-09,0.26
5301988619224057921,2021-09,0.24
5301988619224057921,2021-09,0.26
5301988619224057921,2021-09,0.28
5301988619224057921,2021-09,0.32
5301988619224057921,2021-10,0.88
5301988619224057921,2021-10,0.36
5301988619224057921,2021-10,0.4
5301988619224057921,2021-10,0.31
5301988619224057921,2021-10,0.4
5301988619224057921,2021-10,0.35
5301988619224057921,2021-10,0.58
5301988619224057921,2021-11,0.61
5301988619224057921,2021-11,0.48
5301988619224057921,2021-11,0.64
3248432590399829766,2021-07,0.02
3248432590399829766,2021-07,0.03
3248432590399829766,2021-07,0.04
3248432590399829766,2021-07,0.03
3248432590399829766,2021-07,0.03
3248432590399829766,2021-08,0.0
3248432590399829766,2021-08,0.0
3248432590399829766,2021-08,0.0
3248432590399829766,2021-08,0.0
3248432590399829766,2021-10,0.01
3248432590399829766,2021-10,0.01
3248432590399829766,2021-11,0.0
3248432590399829766,2021-11,0.06
3248432590399829766,2021-11,0.0
3248432590399829766,2021-11,0.0
3248432590399829766,2021-11,0.0
4095739077267179172,2021-07,0.0
4095739077267179172,2021-07,0.03
4095739077267179172,2021-07,0.0
4095739077267179172,2021-07,0.01
4095739077267179172,2021-07,0.0
4095739077267179172,2021-09,0.62
4095739077267179172,2021-09,0.09
4095739077267179172,2021-10,0.08
4095739077267179172,2021-10,0.05
4095739077267179172,2021-10,0.07
4095739077267179172,2021-10,0.05
4095739077267179172,2021-11,0.07
4095739077267179172,2021-11,0.04
2092588065958607289,2021-07,0.02
2092588065958607289,2021-07,0.0
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.03
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.02
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.01
2092588065958607289,2021-07,0.01
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.29
2092588065958607289,2021-08,0.07
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.05
2092588065958607289,2021-08,0.07
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.05
2092588065958607289,2021-08,0.04
2092588065958607289,2021-08,0.04
2092588065958607289,2021-09,0.04
2092588065958607289,2021-09,0.03
2092588065958607289,2021-09,0.03
2092588065958607289,2021-09,0.04
2092588065958607289,2021-09,0.04
2092588065958607289,2021-09,0.04
2092588065958607289,2021-09,0.03
2092588065958607289,2021-09,0.03
2092588065958607289,2021-09,0.06
2092588065958607289,2021-10,0.03
2092588065958607289,2021-10,0.03
2092588065958607289,2021-10,0.02
2092588065958607289,2021-10,0.02
2092588065958607289,2021-10,0.02
2092588065958607289,2021-10,0.02
2092588065958607289,2021-10,0.01
2092588065958607289,2021-11,0.01
2092588065958607289,2021-11,0.01
2092588065958607289,2021-11,0.01
2092588065958607289,2021-11,0.0
2092588065958607289,2021-11,0.03
2092588065958607289,2021-11,0.03
2092588065958607289,2021-11,0.03
2092588065958607289,2021-11,0.03
2092588065958607289,2021-11,0.03
2092588065958607289,2021-11,0.03
1078687383992817574,2021-07,0.5383333333333333
1078687383992817574,2021-08,0.525
1078687383992817574,2021-08,0.8
1078687383992817574,2021-08,0.775
1078687383992817574,2021-08,0.775
1078687383992817574,2021-08,0.525
1078687383992817574,2021-08,0.51
1078687383992817574,2021-08,0.5916666666666667
1078687383992817574,2021-08,0.41833333333333333
1078687383992817574,2021-08,0.5916666666666667
1078687383992817574,2021-08,0.38
1078687383992817574,2021-09,0.44
1078687383992817574,2021-09,0.6566666666666667
1078687383992817574,2021-09,0.4
1078687383992817574,2021-09,0.6716666666666665
1078687383992817574,2021-09,0.555
1078687383992817574,2021-09,0.51
1078687383992817574,2021-10,0.31999999999999995
1078687383992817574,2021-10,0.31999999999999995
1078687383992817574,2021-10,0.3833333333333333
1078687383992817574,2021-10,0.26
1078687383992817574,2021-10,0.22
1078687383992817574,2021-10,0.21
1078687383992817574,2021-10,0.31999999999999995
1078687383992817574,2021-10,0.48166666666666663
4717593620120611957,2021-09,0.01
4717593620120611957,2021-09,0.01
4717593620120611957,2021-10,0.06
4717593620120611957,2021-10,0.04
7970976988071755401,2021-07,0.10800000000000001
7970976988071755401,2021-07,0.128
7970976988071755401,2021-08,0.0875
7970976988071755401,2021-08,0.59
7970976988071755401,2021-08,0.0875
7970976988071755401,2021-08,0.0675
7970976988071755401,2021-08,0.0475
7970976988071755401,2021-08,0.0675
7970976988071755401,2021-09,0.02
7970976988071755401,2021-09,0.04
7970976988071755401,2021-09,0.0
7970976988071755401,2021-09,0.01
7970976988071755401,2021-10,0.08
7970976988071755401,2021-10,0.07
7970976988071755401,2021-10,0.09
7970976988071755401,2021-10,0.08
7970976988071755401,2021-11,0.03
1683619849073499603,2021-07,0.03
1683619849073499603,2021-07,0.05
1683619849073499603,2021-07,0.01
1683619849073499603,2021-08,0.01
1683619849073499603,2021-08,0.02
1683619849073499603,2021-08,0.01
1683619849073499603,2021-08,0.03
1683619849073499603,2021-08,0.01
1683619849073499603,2021-09,0.01
1683619849073499603,2021-09,0.0
1683619849073499603,2021-09,0.01
1683619849073499603,2021-09,0.01
1683619849073499603,2021-10,0.0
1683619849073499603,2021-10,0.0
1683619849073499603,2021-10,0.0
1683619849073499603,2021-10,0.03
1683619849073499603,2021-11,0.06
1683619849073499603,2021-11,0.16
1683619849073499603,2021-11,0.07
1683619849073499603,2021-11,0.1
1683619849073499603,2021-11,0.03
8784237149961904,2021-07,0.01
8784237149961904,2021-07,0.0
8784237149961904,2021-07,0.01
8784237149961904,2021-08,0.0
8784237149961904,2021-08,0.01
8784237149961904,2021-08,0.0
8784237149961904,2021-08,0.0
8784237149961904,2021-08,0.03
8784237149961904,2021-08,0.03
8784237149961904,2021-08,0.01
8784237149961904,2021-08,0.01
8784237149961904,2021-09,0.01
8784237149961904,2021-09,0.0
8784237149961904,2021-09,0.0
8784237149961904,2021-10,0.0
8784237149961904,2021-10,0.01
8784237149961904,2021-10,0.01
8784237149961904,2021-10,0.0
8784237149961904,2021-10,0.01
8784237149961904,2021-10,0.0
8784237149961904,2021-11,0.02
8784237149961904,2021-11,0.0
8784237149961904,2021-11,0.0
8784237149961904,2021-11,0.02
8784237149961904,2021-11,0.0
6926309382371178621,2021-07,0.0
6926309382371178621,2021-08,0.015
6926309382371178621,2021-09,0.01
6926309382371178621,2021-11,0.0
5753677550753111444,2021-07,0.04
5753677550753111444,2021-07,0.05
5753677550753111444,2021-07,0.0
5753677550753111444,2021-07,0.01
5753677550753111444,2021-08,0.0
5753677550753111444,2021-08,0.0
5753677550753111444,2021-08,0.02
5753677550753111444,2021-08,0.03
5753677550753111444,2021-09,0.0
5753677550753111444,2021-09,0.0
5753677550753111444,2021-09,0.0
5753677550753111444,2021-10,0.0
5753677550753111444,2021-10,0.0
5753677550753111444,2021-10,0.0
5753677550753111444,2021-10,0.0
5753677550753111444,2021-10,0.0
5753677550753111444,2021-11,0.0
5753677550753111444,2021-11,0.0
4524147234488547993,2021-07,0.01
4524147234488547993,2021-07,0.0
4524147234488547993,2021-07,0.0
4524147234488547993,2021-07,0.01
4524147234488547993,2021-07,0.01
4524147234488547993,2021-08,0.03
4524147234488547993,2021-08,0.01
4524147234488547993,2021-08,0.04
4524147234488547993,2021-08,0.0
4524147234488547993,2021-09,0.0
4524147234488547993,2021-09,0.0
4524147234488547993,2021-10,0.02
4524147234488547993,2021-10,0.02
4524147234488547993,2021-10,0.01
4524147234488547993,2021-11,0.04
4524147234488547993,2021-11,0.04
4347826483121154490,2021-07,0.01
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.01
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.01
4347826483121154490,2021-07,0.0
4347826483121154490,2021-07,0.0
4347826483121154490,2021-08,0.01
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.01
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.01
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.02
4347826483121154490,2021-08,0.0
4347826483121154490,2021-08,0.01
4347826483121154490,2021-08,0.01
4347826483121154490,2021-08,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-09,0.0
4347826483121154490,2021-10,0.0
4347826483121154490,2021-10,0.01
4347826483121154490,2021-10,0.01
4347826483121154490,2021-10,0.01
4347826483121154490,2021-10,0.0
4347826483121154490,2021-10,0.0
4347826483121154490,2021-10,0.04
4347826483121154490,2021-10,0.0
4347826483121154490,2021-11,0.0
4347826483121154490,2021-11,0.0
4347826483121154490,2021-11,0.01
4347826483121154490,2021-11,0.0
4347826483121154490,2021-11,0.01
4347826483121154490,2021-11,0.0
4347826483121154490,2021-11,0.0
4347826483121154490,2021-11,0.0
6100972975033180377,2021-08,0.0
6100972975033180377,2021-08,0.01
6100972975033180377,2021-09,0.01
6100972975033180377,2021-10,0.01
6100972975033180377,2021-11,0.01
6100972975033180377,2021-11,0.0
6100972975033180377,2021-11,0.0
6100972975033180377,2021-11,0.0
4334472256949955221,2021-07,0.1
4334472256949955221,2021-07,0.13
4334472256949955221,2021-07,0.11
4334472256949955221,2021-08,0.01
4334472256949955221,2021-08,0.03
4334472256949955221,2021-09,0.01
4334472256949955221,2021-09,0.01
4334472256949955221,2021-09,0.0
4334472256949955221,2021-09,0.0
4334472256949955221,2021-10,0.04
4334472256949955221,2021-10,0.04
4334472256949955221,2021-10,0.03
4334472256949955221,2021-10,0.04
4334472256949955221,2021-11,0.21
4334472256949955221,2021-11,0.02
4334472256949955221,2021-11,0.11
2619109825960703851,2021-08,0.0
2619109825960703851,2021-08,0.0
2619109825960703851,2021-08,0.0
2619109825960703851,2021-09,0.0
2619109825960703851,2021-09,0.0
2619109825960703851,2021-09,0.15
2619109825960703851,2021-09,0.0
2619109825960703851,2021-10,0.0
2619109825960703851,2021-10,0.0
2619109825960703851,2021-10,0.0
2619109825960703851,2021-11,0.0
2619109825960703851,2021-11,0.01
2619109825960703851,2021-11,0.01
2619109825960703851,2021-11,0.0
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.02
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.01
2397171153213063761,2021-07,0.0
2397171153213063761,2021-08,0.03
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.03
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.01
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.0
2397171153213063761,2021-08,0.02
2397171153213063761,2021-08,0.0
2397171153213063761,2021-09,0.02
2397171153213063761,2021-09,0.0
2397171153213063761,2021-09,0.72
2397171153213063761,2021-09,0.01
2397171153213063761,2021-09,0.01
2397171153213063761,2021-09,0.0
2397171153213063761,2021-09,0.0
2397171153213063761,2021-09,0.0
2397171153213063761,2021-09,0.01
2397171153213063761,2021-09,0.01
2397171153213063761,2021-09,0.01
2397171153213063761,2021-09,0.0
2397171153213063761,2021-09,0.0
2397171153213063761,2021-10,0.0
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.0
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.03
2397171153213063761,2021-10,0.05
2397171153213063761,2021-10,0.01
2397171153213063761,2021-10,0.02
2397171153213063761,2021-10,0.0
2397171153213063761,2021-11,0.01
2397171153213063761,2021-11,0.01
2397171153213063761,2021-11,0.0
2397171153213063761,2021-11,0.0
2397171153213063761,2021-11,0.0
2397171153213063761,2021-11,0.0
2397171153213063761,2021-11,0.02
2397171153213063761,2021-11,0.02
2397171153213063761,2021-11,0.02
2397171153213063761,2021-11,0.02
683445437387317282,2021-07,0.02
683445437387317282,2021-07,0.01
683445437387317282,2021-07,0.02
683445437387317282,2021-07,0.02
683445437387317282,2021-07,0.01
683445437387317282,2021-07,0.02
683445437387317282,2021-08,0.0
683445437387317282,2021-08,0.01
683445437387317282,2021-08,0.0
683445437387317282,2021-08,0.0
683445437387317282,2021-09,0.0
683445437387317282,2021-09,0.04166666666666667
683445437387317282,2021-09,0.0
683445437387317282,2021-10,0.0
683445437387317282,2021-10,0.0
